number,position,positionText,points,grid,laps,status,driverId,constructorId,Time.millis,Time.time,FastestLap.rank,FastestLap.lap,FastestLap.Time.time,FastestLap.AverageSpeed.units,FastestLap.AverageSpeed.speed,season,round
55,8,8,4,9,67,+1 Lap,sainz,renault,,,13,61,1:15.666,kph,207.485,2018,7
31,9,9,2,8,67,+1 Lap,ocon,force_india,,,12,61,1:15.610,kph,207.639,2018,7
16,10,10,1,13,67,+1 Lap,leclerc,sauber,,,10,65,1:15.480,kph,207.996,2018,7
10,11,11,0,16,67,+1 Lap,gasly,toro_rosso,,,14,67,1:15.699,kph,207.395,2018,7
8,12,12,0,20,67,+1 Lap,grosjean,haas,,,9,56,1:15.470,kph,208.024,2018,7
20,13,13,0,11,67,+1 Lap,kevin_magnussen,haas,,,8,65,1:15.401,kph,208.214,2018,7
11,14,14,0,10,67,+1 Lap,perez,force_india,,,7,64,1:15.100,kph,209.049,2018,7
9,15,15,0,19,66,+2 Laps,ericsson,sauber,,,18,62,1:16.403,kph,205.484,2018,7
2,16,16,0,15,66,+2 Laps,vandoorne,mclaren,,,15,55,1:15.765,kph,207.214,2018,7
35,17,17,0,18,66,+2 Laps,sirotkin,williams,,,16,53,1:15.924,kph,206.780,2018,7
14,18,R,0,14,40,Exhaust,alonso,mclaren,,,17,33,1:16.180,kph,206.085,2018,7
28,19,R,0,12,0,Collision,brendon_hartley,toro_rosso,,,,,,,,2018,7
18,20,R,0,17,0,Collision,stroll,williams,,,,,,,,2018,7
1,1,1,25,1,58,Finished,vettel,red_bull,5417558,1:30:17.558,3,50,1:29.937,kph,213.669,2011,4
2,2,2,18,2,58,Finished,webber,red_bull,5426365,+8.807,1,48,1:29.703,kph,214.226,2011,4
5,3,3,15,5,58,Finished,alonso,ferrari,5427633,+10.075,6,48,1:30.279,kph,212.860,2011,4
3,4,4,12,4,58,Finished,hamilton,mclaren,5457790,+40.232,4,48,1:30.108,kph,213.264,2011,4
8,5,5,10,3,58,Finished,rosberg,mercedes,5465097,+47.539,7,47,1:30.573,kph,212.169,2011,4
4,6,6,8,6,58,Finished,button,mclaren,5476989,+59.431,13,47,1:31.167,kph,210.786,2011,4
9,7,7,6,9,58,Finished,heidfeld,renault,5478415,+1:00.857,5,52,1:30.158,kph,213.145,2011,4
10,8,8,4,7,58,Finished,petrov,renault,5485726,+1:08.168,8,48,1:30.618,kph,212.063,2011,4
18,9,9,2,16,58,Finished,buemi,toro_rosso,5486952,+1:09.394,14,44,1:31.360,kph,210.341,2011,4
16,10,10,1,24,58,Finished,kobayashi,sauber,5495579,+1:18.021,10,45,1:31.038,kph,211.085,2011,4
6,11,11,0,10,58,Finished,massa,ferrari,5497381,+1:19.823,11,57,1:31.118,kph,210.900,2011,4
7,12,12,0,8,58,Finished,michael_schumacher,mercedes,5503002,+1:25.444,12,47,1:31.153,kph,210.819,2011,4
14,13,13,0,12,57,+1 Lap,sutil,force_india,,,16,43,1:32.070,kph,208.719,2011,4
17,14,14,0,15,57,+1 Lap,perez,sauber,,,9,46,1:30.797,kph,211.645,2011,4
11,15,15,0,11,57,+1 Lap,barrichello,williams,,,17,46,1:32.079,kph,208.699,2011,4
19,16,16,0,17,57,+1 Lap,alguersuari,toro_rosso,,,2,57,1:29.894,kph,213.771,2011,4
12,17,17,0,14,57,+1 Lap,maldonado,williams,,,15,44,1:32.044,kph,208.778,2011,4
21,18,18,0,19,57,+1 Lap,trulli,lotus_racing,,,20,49,1:32.862,kph,206.939,2011,4
20,19,19,0,18,56,+2 Laps,kovalainen,lotus_racing,,,19,55,1:32.695,kph,207.312,2011,4
25,20,20,0,23,56,+2 Laps,ambrosio,virgin,,,23,55,1:34.971,kph,202.343,2011,4
22,21,21,0,22,55,+3 Laps,karthikeyan,hrt,,,21,51,1:33.948,kph,204.547,2011,4
23,22,22,0,20,53,+5 Laps,liuzzi,hrt,,,22,41,1:34.699,kph,202.925,2011,4
15,23,R,0,13,44,Retired,resta,force_india,,,18,40,1:32.519,kph,207.706,2011,4
24,24,W,0,21,0,Gearbox,glock,virgin,,,,,,,,2011,4
7,1,1,9,6,80,Finished,hulme,mclaren,7006049,1:56:46.049,,,,,,1973,7
2,2,2,6,1,80,Finished,peterson,team_lotus,7010088,+4.039,,,,,,1973,7
6,3,3,4,2,80,Finished,cevert,tyrrell,7020716,+14.667,,,,,,1973,7
10,4,4,3,5,80,Finished,reutemann,brabham,7024117,+18.068,,,,,,1973,7
5,5,5,2,3,80,Finished,stewart,tyrrell,7032047,+25.998,,,,,,1973,7
3,6,6,1,8,79,+1 Lap,ickx,ferrari,,,,,,,,1973,7
8,7,7,0,7,79,+1 Lap,revson,mclaren,,,,,,,,1973,7
15,8,8,0,21,78,+2 Laps,beuttler,march,,,,,,,,1973,7
19,9,9,0,12,77,+3 Laps,regazzoni,brm,,,,,,,,1973,7
24,10,10,0,16,77,+3 Laps,pace,surtees,,,,,,,,1973,7
25,11,11,0,11,77,+3 Laps,ganley,iso_marlboro,,,,,,,,1973,7
1,12,12,0,4,76,Gearbox,emerson_fittipaldi,team_lotus,,,,,,,,1973,7
21,13,13,0,15,75,+5 Laps,lauda,brm,,,,,,,,1973,7
16,14,14,0,19,74,+6 Laps,follmer,shadow,,,,,,,,1973,7
20,15,R,0,9,57,Engine,beltoise,brm,,,,,,,,1973,7
17,16,R,0,17,50,Suspension,oliver,shadow,,,,,,,,1973,7
23,17,R,0,10,41,Tyre,hailwood,surtees,,,,,,,,1973,7
14,18,R,0,20,38,Throttle,jarier,march,,,,,,,,1973,7
12,19,R,0,18,16,Ignition,hill,shadow,,,,,,,,1973,7
11,20,R,0,12,0,Accident,wilson_fittipaldi,brabham,,,,,,,,1973,7
27,21,R,0,14,0,Suspension,wisell,march,,,,,,,,1973,7
2,1,1,9,3,65,Finished,prost,mclaren,4690436,1:18:10.436,,,,,,1985,8
27,2,2,6,6,64,+1 Lap,alboreto,ferrari,,,,,,,,1985,8
26,3,3,4,16,64,+1 Lap,laffite,ligier,,,,,,,,1985,8
7,4,4,3,2,64,+1 Lap,piquet,brabham,,,,,,,,1985,8
16,5,5,2,12,64,+1 Lap,warwick,renault,,,,,,,,1985,8
8,6,6,1,15,63,+2 Laps,surer,brabham,,,,,,,,1985,8
3,7,7,0,20,63,+2 Laps,brundle,tyrrell,,,,,,,,1985,8
17,8,8,0,17,63,+2 Laps,berger,arrows,,,,,,,,1985,8
22,9,9,0,14,62,+3 Laps,patrese,alfa,,,,,,,,1985,8
12,10,10,0,4,60,Fuel system,senna,team_lotus,,,,,,,,1985,8
4,11,11,0,26,59,+6 Laps,bellof,tyrrell,,,,,,,,1985,8
1,12,R,0,10,57,Electrical,lauda,mclaren,,,,,,,,1985,8
18,13,R,0,19,57,Spun off,boutsen,arrows,,,,,,,,1985,8
25,14,R,0,7,41,Clutch,cesaris,ligier,,,,,,,,1985,8
29,15,R,0,23,38,Transmission,martini,minardi,,,,,,,,1985,8
11,16,N,0,8,37,Not classified,angelis,team_lotus,,,,,,,,1985,8
9,17,R,0,18,28,Turbo,manfred_winkelhock,ram,,,,,,,,1985,8
6,18,R,0,1,21,Exhaust,keke_rosberg,williams,,,,,,,,1985,8
5,19,R,0,5,17,Clutch,mansell,williams,,,,,,,,1985,8
23,20,R,0,22,17,Turbo,cheever,alfa,,,,,,,,1985,8
30,21,R,0,24,6,Engine,palmer,zakspeed,,,,,,,,1985,8
19,22,R,0,9,4,Transmission,fabi,toleman,,,,,,,,1985,8
28,23,R,0,11,1,Accident,johansson,ferrari,,,,,,,,1985,8
15,24,R,0,13,0,Spun off,tambay,renault,,,,,,,,1985,8
10,25,R,0,21,0,Accident,alliot,ram,,,,,,,,1985,8
24,26,R,0,25,0,Accident,ghinzani,osella,,,,,,,,1985,8
4,1,1,8,2,200,Finished,rathmann,watson,12971360,3:36:11.36,,,,,,1960,3
1,2,2,6,3,200,Finished,ward,watson,12984110,+0:12.75,,,,,,1960,3
99,3,3,4,26,200,Finished,goldsmith,epperly,13158660,+3:07.30,,,,,,1960,3
7,4,4,3,8,200,Finished,branson,phillips,13159340,+3:07.98,,,,,,1960,3
3,5,5,2,17,200,Finished,thomson,lesovsky,13162710,+3:11.35,,,,,,1960,3
22,6,6,1,7,200,Finished,johnson,trevis,13221970,+4:10.61,,,,,,1960,3
98,7,7,0,12,200,Finished,ruby,watson,13236950,+4:25.59,,,,,,1960,3
44,8,8,0,25,200,Finished,veith,meskowski,13288840,+5:17.48,,,,,,1960,3
18,9,9,0,28,200,Finished,tingelstad,trevis,13471270,+8:19.91,,,,,,1960,3
38,10,10,0,14,200,Finished,christie,kurtis_kraft,13491640,+8:40.28,,,,,,1960,3
27,11,11,0,22,200,Finished,amick,epperly,13641940,+11:10.58,,,,,,1960,3
17,12,12,0,27,200,Finished,darter,kuzma,13648560,+11:17.20,,,,,,1960,3
39,13,13,0,31,200,Finished,homeier,kuzma,13702070,+12:10.71,,,,,,1960,3
48,14,14,0,24,196,+4 Laps,hartley,kurtis_kraft,,,,,,,,1960,3
65,15,15,0,9,196,+4 Laps,stevenson,watson,,,,,,,,1960,3
14,16,16,0,21,194,+6 Laps,grim,meskowski,,,,,,,,1960,3
26,17,17,0,19,191,Clutch,templeman,kurtis_kraft,,,,,,,,1960,3
56,18,18,0,23,185,Engine,hurtubise,vhristensen,,,,,,,,1960,3
10,19,19,0,10,152,Fuel system,bryan,epperly,,,,,,,,1960,3
28,20,20,0,6,134,Axle,ruttman,watson,,,,,,,,1960,3
6,21,21,0,1,132,Magneto,sachs,ewing,,,,,,,,1960,3
73,22,22,0,11,129,Magneto,freeland,kurtis_kraft,,,,,,,,1960,3
2,23,23,0,18,125,Engine,bettenhausen,watson,,,,,,,,1960,3
32,24,24,0,15,103,Accident,weiler,epperly,,,,,,,,1960,3
5,25,25,0,16,90,Clutch,foyt,kurtis_kraft,,,,,,,,1960,3
46,26,26,0,29,90,Accident,russo,kurtis_kraft,,,,,,,,1960,3
8,27,27,0,13,77,Engine,boyd,epperly,,,,,,,,1960,3
37,28,28,0,20,74,Brakes,force,kurtis_kraft,,,,,,,,1960,3
16,29,29,0,32,60,Brakes,mcwithey,epperly,,,,,,,,1960,3
9,30,30,0,5,47,Engine,sutton,watson,,,,,,,,1960,3
1,1,1,10,1,78,Finished,alonso,renault,6223116,1:43:43.116,3,11,1:15.671,kph,158.898,2006,7
4,2,2,8,4,78,Finished,montoya,mclaren,6237683,+14.567,6,20,1:16.008,kph,158.193,2006,7
14,3,3,6,7,78,Finished,coulthard,red_bull,6275414,+52.298,19,45,1:17.849,kph,154.452,2006,7
11,4,4,5,5,78,Finished,barrichello,honda,6276453,+53.337,12,67,1:17.320,kph,155.509,2006,7
5,5,5,4,22,78,Finished,michael_schumacher,ferrari,6276946,+53.830,1,74,1:15.143,kph,160.014,2006,7
2,6,6,3,9,78,Finished,fisichella,renault,6285188,+1:02.072,5,58,1:15.919,kph,158.379,2006,7
16,7,7,2,15,77,+1 Lap,heidfeld,bmw_sauber,,,11,72,1:17.319,kph,155.511,2006,7
7,8,8,1,10,77,+1 Lap,ralf_schumacher,toyota,,,15,72,1:17.540,kph,155.068,2006,7
6,9,9,0,21,77,+1 Lap,massa,ferrari,,,7,40,1:16.612,kph,156.946,2006,7
20,10,10,0,12,77,+1 Lap,liuzzi,toro_rosso,,,17,75,1:17.660,kph,154.828,2006,7
12,11,11,0,13,77,+1 Lap,button,honda,,,10,59,1:17.300,kph,155.549,2006,7
19,12,12,0,16,77,+1 Lap,albers,mf1,,,16,77,1:17.603,kph,154.942,2006,7
21,13,13,0,18,77,+1 Lap,speed,toro_rosso,,,14,77,1:17.481,kph,155.186,2006,7
17,14,14,0,14,77,+1 Lap,villeneuve,bmw_sauber,,,18,74,1:17.767,kph,154.615,2006,7
18,15,15,0,17,76,+2 Laps,monteiro,mf1,,,13,71,1:17.329,kph,155.491,2006,7
23,16,16,0,20,75,+3 Laps,montagny,super_aguri,,,22,72,1:19.104,kph,152.002,2006,7
8,17,17,0,6,72,Hydraulics,trulli,toyota,,,8,30,1:17.180,kph,155.791,2006,7
15,18,R,0,11,56,Transmission,klien,red_bull,,,20,19,1:17.930,kph,154.292,2006,7
10,19,R,0,8,51,Accident,rosberg,williams,,,9,43,1:17.227,kph,155.696,2006,7
3,20,R,0,3,50,Heat shield fire,raikkonen,mclaren,,,2,19,1:15.325,kph,159.628,2006,7
9,21,R,0,2,48,Exhaust,webber,williams,,,4,23,1:15.680,kph,158.879,2006,7
22,22,R,0,19,46,Electrical,sato,super_aguri,,,21,39,1:18.793,kph,152.602,2006,7
12,1,1,9,1,90,Finished,moss,mercedes,11241200,3:07:21.2,,,,,,1955,6
10,2,2,6,2,90,Finished,fangio,mercedes,11241400,+0.2,,,,,,1955,6
14,3,3,4,4,90,Finished,kling,mercedes,11313000,+1:11.8,,,,,,1955,6
50,4,4,3,5,89,+1 Lap,taruffi,mercedes,,,,,,,,1955,6
4,5,5,2,9,89,+1 Lap,musso,maserati,,,,,,,,1955,6
16,6,6,0,12,87,+3 Laps,hawthorn,ferrari,,,,,,,,1955,6
16,6,6,0,12,87,+3 Laps,castellotti,ferrari,,,,,,,,1955,6
26,7,7,0,23,81,+9 Laps,sparken,gordini,,,,,,,,1955,6
46,8,8,0,16,79,+11 Laps,macklin,maserati,,,,,,,,1955,6
28,9,9,0,15,72,+18 Laps,schell,vanwall,,,,,,,,1955,6
28,9,9,0,15,72,+18 Laps,wharton,vanwall,,,,,,,,1955,6
18,10,R,0,13,59,Overheating,trintignant,ferrari,,,,,,,,1955,6
6,11,R,0,6,47,Engine,mieres,maserati,,,,,,,,1955,6
40,12,R,0,25,30,Engine,jack_brabham,cooper,,,,,,,,1955,6
32,13,R,0,17,30,Oil pressure,mcalpine,connaught,,,,,,,,1955,6
42,14,R,0,24,28,Clutch,collins,maserati,,,,,,,,1955,6
24,15,R,0,18,26,Oil pressure,ramos,gordini,,,,,,,,1955,6
44,16,R,0,20,23,Gearbox,salvadori,maserati,,,,,,,,1955,6
48,17,R,0,22,22,Brakes,gould,maserati,,,,,,,,1955,6
30,18,R,0,7,20,Throttle,schell,vanwall,,,,,,,,1955,6
36,19,R,0,14,19,Transmission,rolt,connaught,,,,,,,,1955,6
36,19,R,0,14,19,Transmission,peter_walker,connaught,,,,,,,,1955,6
38,20,R,0,19,18,Brakes,marr,connaught,,,,,,,,1955,6
20,21,R,0,10,16,Transmission,castellotti,ferrari,,,,,,,,1955,6
8,22,R,0,8,9,Gearbox,simon,maserati,,,,,,,,1955,6
2,23,R,0,3,9,Oil leak,behra,maserati,,,,,,,,1955,6
22,24,R,0,11,4,Transmission,manzon,gordini,,,,,,,,1955,6
34,25,W,0,21,0,Engine,fairman,connaught,,,,,,,,1955,6
28,1,1,9,3,51,Finished,berger,ferrari,4659744,1:17:39.744,,,,,,1988,12
27,2,2,6,4,51,Finished,alboreto,ferrari,4660246,+0.502,,,,,,1988,12
18,3,3,4,5,51,Finished,cheever,arrows,4695276,+35.532,,,,,,1988,12
17,4,4,3,6,51,Finished,warwick,arrows,4695858,+36.114,,,,,,1988,12
16,5,5,2,11,51,Finished,capelli,march,4712266,+52.522,,,,,,1988,12
20,6,6,1,8,51,Finished,boutsen,benetton,4719622,+59.878,,,,,,1988,12
6,7,7,0,10,51,Finished,patrese,williams,4734487,+1:14.743,,,,,,1988,12
15,8,8,0,13,51,Finished,gugelmin,march,4752310,+1:32.566,,,,,,1988,12
19,9,9,0,9,50,+1 Lap,nannini,benetton,,,,,,,,1988,12
12,10,10,0,1,49,Collision,senna,mclaren,,,,,,,,1988,12
5,11,11,0,22,49,+2 Laps,schlesser,williams,,,,,,,,1988,12
4,12,12,0,26,49,+2 Laps,bailey,tyrrell,,,,,,,,1988,12
25,13,13,0,24,49,+2 Laps,arnoux,ligier,,,,,,,,1988,12
11,14,R,0,2,34,Engine,prost,mclaren,,,,,,,,1988,12
30,15,R,0,20,33,Engine,alliot,larrousse,,,,,,,,1988,12
14,16,R,0,23,31,Clutch,streiff,ags,,,,,,,,1988,12
10,17,R,0,15,28,Engine,schneider,zakspeed,,,,,,,,1988,12
22,18,R,0,18,27,Chassis,cesaris,rial,,,,,,,,1988,12
9,19,R,0,16,25,Engine,ghinzani,zakspeed,,,,,,,,1988,12
36,20,R,0,21,24,Engine,caffi,dallara,,,,,,,,1988,12
29,21,R,0,25,17,Radiator,dalmas,larrousse,,,,,,,,1988,12
23,22,R,0,14,15,Engine,martini,minardi,,,,,,,,1988,12
2,23,R,0,12,14,Engine,satoru_nakajima,team_lotus,,,,,,,,1988,12
24,24,R,0,19,12,Gearbox,sala,minardi,,,,,,,,1988,12
1,25,R,0,7,11,Clutch,piquet,team_lotus,,,,,,,,1988,12
21,26,R,0,17,2,Engine,larini,osella,,,,,,,,1988,12
3,27,F,0,0,0,Did not qualify,palmer,tyrrell,,,,,,,,1988,12
26,28,F,0,0,0,Did not qualify,johansson,ligier,,,,,,,,1988,12
31,29,F,0,0,0,Did not qualify,tarquini,coloni,,,,,,,,1988,12
33,30,F,0,0,0,Did not qualify,modena,eurobrun,,,,,,,,1988,12
44,1,1,25,1,56,Finished,hamilton,mercedes,5982008,1:39:42.008,1,31,1:42.208,kph,191.996,2015,3
6,2,2,18,2,56,Finished,rosberg,mercedes,5982722,+0.714,2,39,1:42.565,kph,191.328,2015,3
5,3,3,15,3,56,Finished,vettel,ferrari,5984996,+2.988,5,15,1:43.018,kph,190.487,2015,3
7,4,4,12,6,56,Finished,raikkonen,ferrari,5985843,+3.835,6,48,1:43.026,kph,190.472,2015,3
19,5,5,10,4,56,Finished,massa,williams,5990552,+8.544,4,37,1:42.734,kph,191.013,2015,3
77,6,6,8,5,56,Finished,bottas,williams,5991893,+9.885,7,37,1:43.051,kph,190.426,2015,3
8,7,7,6,8,56,Finished,grosjean,lotus_f1,6001016,+19.008,8,34,1:43.134,kph,190.272,2015,3
12,8,8,4,9,56,Finished,nasr,sauber,6004633,+22.625,12,46,1:43.692,kph,189.248,2015,3
3,9,9,2,7,56,Finished,ricciardo,red_bull,6014125,+32.117,9,46,1:43.245,kph,190.068,2015,3
9,10,10,1,10,55,+1 Lap,ericsson,sauber,,,15,32,1:44.204,kph,188.319,2015,3
11,11,11,0,15,55,+1 Lap,perez,force_india,,,10,44,1:43.512,kph,189.578,2015,3
14,12,12,0,18,55,+1 Lap,alonso,mclaren,,,13,40,1:43.728,kph,189.183,2015,3
55,13,13,0,14,55,+1 Lap,sainz,toro_rosso,,,3,41,1:42.652,kph,191.166,2015,3
22,14,14,0,17,55,+1 Lap,button,mclaren,,,16,21,1:44.991,kph,186.907,2015,3
28,15,15,0,19,54,+2 Laps,stevens,manor,,,17,40,1:45.414,kph,186.157,2015,3
98,16,16,0,20,54,+2 Laps,merhi,manor,,,19,43,1:45.963,kph,185.192,2015,3
33,17,17,0,13,52,Transmission,max_verstappen,toro_rosso,,,14,46,1:43.880,kph,188.906,2015,3
13,18,R,0,11,49,Brakes,maldonado,lotus_f1,,,11,37,1:43.686,kph,189.259,2015,3
