number,position,positionText,points,grid,laps,status,driverId,constructorId,Time.millis,Time.time,FastestLap.rank,FastestLap.lap,FastestLap.Time.time,FastestLap.AverageSpeed.units,FastestLap.AverageSpeed.speed,season,round
5,2,2,8,1,57,Finished,michael_schumacher,ferrari,5387451,+1.246,2,38,1:32.523,kph,210.576,2006,1
3,3,3,6,22,57,Finished,raikkonen,mclaren,5405565,+19.360,8,29,1:32.864,kph,209.803,2006,1
12,4,4,5,3,57,Finished,button,honda,5406197,+19.992,5,39,1:32.729,kph,210.109,2006,1
4,5,5,4,5,57,Finished,montoya,mclaren,5423253,+37.048,7,21,1:32.771,kph,210.013,2006,1
9,6,6,3,7,57,Finished,webber,williams,5428137,+41.932,4,25,1:32.660,kph,210.265,2006,1
10,7,7,2,12,57,Finished,rosberg,williams,5449248,+1:03.043,1,42,1:32.408,kph,210.838,2006,1
15,8,8,1,8,57,Finished,klien,red_bull,5452976,+1:06.771,10,40,1:33.212,kph,209.020,2006,1
6,9,9,0,2,57,Finished,massa,ferrari,5456112,+1:09.907,6,28,1:32.739,kph,210.086,2006,1
14,10,10,0,13,57,Finished,coulthard,red_bull,5461746,+1:15.541,11,26,1:33.376,kph,208.653,2006,1
20,11,11,0,15,57,Finished,liuzzi,toro_rosso,5472202,+1:25.997,12,26,1:33.480,kph,208.421,2006,1
16,12,12,0,10,56,+1 Lap,heidfeld,bmw_sauber,,,14,26,1:33.772,kph,207.772,2006,1
21,13,13,0,16,56,+1 Lap,speed,toro_rosso,,,9,45,1:33.108,kph,209.253,2006,1
7,14,14,0,17,56,+1 Lap,ralf_schumacher,toyota,,,16,25,1:34.112,kph,207.021,2006,1
11,15,15,0,6,56,+1 Lap,barrichello,honda,,,15,14,1:33.840,kph,207.621,2006,1
8,16,16,0,14,56,+1 Lap,trulli,toyota,,,18,24,1:34.852,kph,205.406,2006,1
18,17,17,0,19,55,+2 Laps,monteiro,mf1,,,19,41,1:35.940,kph,203.076,2006,1
22,18,18,0,20,53,+4 Laps,sato,super_aguri,,,20,17,1:37.104,kph,200.642,2006,1
23,19,R,0,21,35,Mechanical,ide,super_aguri,,,21,11,1:38.302,kph,198.197,2006,1
17,20,R,0,11,29,Engine,villeneuve,bmw_sauber,,,13,20,1:33.694,kph,207.945,2006,1
2,21,R,0,9,21,Hydraulics,fisichella,renault,,,17,15,1:34.320,kph,206.564,2006,1
19,22,R,0,18,0,Driveshaft,albers,mf1,,,,,,,,2006,1
3,1,1,10,1,53,Finished,michael_schumacher,ferrari,4630300,1:17:10.3,,,,,,1998,14
4,2,2,6,5,53,Finished,irvine,ferrari,4668277,+37.977,,,,,,1998,14
10,3,3,4,6,53,Finished,ralf_schumacher,jordan,4671452,+41.152,,,,,,1998,14
8,4,4,3,3,53,Finished,hakkinen,mclaren,4685971,+55.671,,,,,,1998,14
14,5,5,2,8,53,Finished,alesi,sauber,4692172,+1:01.872,,,,,,1998,14
9,6,6,1,14,53,Finished,damon_hill,jordan,4696988,+1:06.688,,,,,,1998,14
2,7,7,0,12,52,+1 Lap,frentzen,williams,,,,,,,,1998,14
5,8,8,0,11,52,+1 Lap,fisichella,benetton,,,,,,,,1998,14
21,9,9,0,19,52,+1 Lap,takagi,tyrrell,,,,,,,,1998,14
18,10,10,0,13,52,+1 Lap,barrichello,stewart,,,,,,,,1998,14
23,11,11,0,22,51,+2 Laps,tuero,minardi,,,,,,,,1998,14
20,12,12,0,18,51,+2 Laps,rosset,tyrrell,,,,,,,,1998,14
12,13,13,0,10,50,+3 Laps,trulli,prost,,,,,,,,1998,14
19,14,R,0,17,39,Gearbox,verstappen,stewart,,,,,,,,1998,14
1,15,R,0,2,37,Spun off,villeneuve,williams,,,,,,,,1998,14
17,16,R,0,16,32,Throttle,salo,arrows,,,,,,,,1998,14
6,17,R,0,7,24,Gearbox,wurz,benetton,,,,,,,,1998,14
7,18,R,0,4,16,Engine,coulthard,mclaren,,,,,,,,1998,14
11,19,R,0,9,15,Vibrations,panis,prost,,,,,,,,1998,14
22,20,R,0,21,13,Engine,nakano,minardi,,,,,,,,1998,14
15,21,R,0,15,12,Spun off,herbert,sauber,,,,,,,,1998,14
16,22,R,0,20,10,Spun off,diniz,arrows,,,,,,,,1998,14
11,1,1,9,2,72,Finished,prost,mclaren,6523851,1:48:43.851,,,,,,1988,14
5,2,2,6,3,72,Finished,mansell,williams,6550083,+26.232,,,,,,1988,14
19,3,3,4,5,72,Finished,nannini,benetton,6559297,+35.446,,,,,,1988,14
12,4,4,3,1,72,Finished,senna,mclaren,6570561,+46.710,,,,,,1988,14
6,5,5,2,7,72,Finished,patrese,williams,6571281,+47.430,,,,,,1988,14
28,6,6,1,8,72,Finished,berger,ferrari,6575664,+51.813,,,,,,1988,14
15,7,7,0,11,72,Finished,gugelmin,march,6599815,+1:15.964,,,,,,1988,14
1,8,8,0,9,72,Finished,piquet,team_lotus,6601160,+1:17.309,,,,,,1988,14
20,9,9,0,4,72,Finished,boutsen,benetton,6601506,+1:17.655,,,,,,1988,14
36,10,10,0,18,71,+1 Lap,caffi,dallara,,,,,,,,1988,14
29,11,11,0,16,71,+1 Lap,dalmas,larrousse,,,,,,,,1988,14
24,12,12,0,24,70,+2 Laps,sala,minardi,,,,,,,,1988,14
33,13,13,0,26,70,+2 Laps,modena,eurobrun,,,,,,,,1988,14
30,14,14,0,12,69,+3 Laps,alliot,larrousse,,,,,,,,1988,14
26,15,R,0,21,62,Wheel,johansson,ligier,,,,,,,,1988,14
18,16,R,0,25,60,Chassis,cheever,arrows,,,,,,,,1988,14
16,17,R,0,6,45,Engine,capelli,march,,,,,,,,1988,14
17,18,R,0,17,41,Chassis,warwick,arrows,,,,,,,,1988,14
22,19,R,0,23,37,Engine,cesaris,rial,,,,,,,,1988,14
14,20,R,0,13,16,Engine,streiff,ags,,,,,,,,1988,14
27,21,R,0,10,15,Engine,alboreto,ferrari,,,,,,,,1988,14
23,22,R,0,20,15,Gearbox,martini,minardi,,,,,,,,1988,14
2,23,R,0,15,14,Spun off,satoru_nakajima,team_lotus,,,,,,,,1988,14
21,24,R,0,14,9,Suspension,larini,osella,,,,,,,,1988,14
3,25,R,0,22,4,Chassis,palmer,tyrrell,,,,,,,,1988,14
25,26,R,0,19,0,Throttle,arnoux,ligier,,,,,,,,1988,14
10,27,F,0,0,0,Did not qualify,schneider,zakspeed,,,,,,,,1988,14
32,28,F,0,0,0,Did not qualify,larrauri,eurobrun,,,,,,,,1988,14
4,29,F,0,0,0,Did not qualify,bailey,tyrrell,,,,,,,,1988,14
9,30,F,0,0,0,Did not qualify,ghinzani,zakspeed,,,,,,,,1988,14
6,1,1,25,1,66,Finished,rosberg,mercedes,6072555,1:41:12.555,2,53,1:29.109,kph,188.061,2015,5
44,2,2,18,2,66,Finished,hamilton,mercedes,6090106,+17.551,1,54,1:28.270,kph,189.849,2015,5
5,3,3,15,3,66,Finished,vettel,ferrari,6117897,+45.342,6,61,1:30.737,kph,184.687,2015,5
77,4,4,12,4,66,Finished,bottas,williams,6131772,+59.217,5,44,1:30.711,kph,184.740,2015,5
7,5,5,10,7,66,Finished,raikkonen,ferrari,6132557,+1:00.002,3,47,1:29.931,kph,186.342,2015,5
19,6,6,8,9,66,Finished,massa,williams,6153869,+1:21.314,4,51,1:30.374,kph,185.429,2015,5
3,7,7,6,10,65,+1 Lap,ricciardo,red_bull,,,8,56,1:31.124,kph,183.903,2015,5
8,8,8,4,11,65,+1 Lap,grosjean,lotus_f1,,,15,46,1:31.945,kph,182.261,2015,5
55,9,9,2,5,65,+1 Lap,sainz,toro_rosso,,,9,62,1:31.156,kph,183.838,2015,5
26,10,10,1,8,65,+1 Lap,kvyat,red_bull,,,11,40,1:31.887,kph,182.376,2015,5
33,11,11,0,6,65,+1 Lap,max_verstappen,toro_rosso,,,12,46,1:31.896,kph,182.358,2015,5
12,12,12,0,15,65,+1 Lap,nasr,sauber,,,13,41,1:31.928,kph,182.294,2015,5
11,13,13,0,18,65,+1 Lap,perez,force_india,,,14,38,1:31.932,kph,182.286,2015,5
9,14,14,0,16,65,+1 Lap,ericsson,sauber,,,16,52,1:32.222,kph,181.713,2015,5
27,15,15,0,17,65,+1 Lap,hulkenberg,force_india,,,7,51,1:30.888,kph,184.380,2015,5
22,16,16,0,14,65,+1 Lap,button,mclaren,,,10,46,1:31.162,kph,183.826,2015,5
28,17,17,0,19,63,+3 Laps,stevens,manor,,,19,49,1:33.655,kph,178.933,2015,5
98,18,18,0,20,62,+4 Laps,merhi,manor,,,20,51,1:34.211,kph,177.877,2015,5
13,19,R,0,12,45,Accident,maldonado,lotus_f1,,,17,17,1:32.912,kph,180.364,2015,5
14,20,R,0,13,26,Brakes,alonso,mclaren,,,18,23,1:33.387,kph,179.446,2015,5
6,1,1,9,2,80,Finished,clark,lotus-climax,7439100,2:03:59.1,,,,,,1965,6
12,2,2,6,6,80,Finished,stewart,brm,7447100,+8.0,,,,,,1965,6
16,3,3,4,5,80,Finished,gurney,brabham-climax,7452100,+13.0,,,,,,1965,6
10,4,4,3,1,80,Finished,hill,brm,7484200,+45.1,,,,,,1965,6
14,5,5,2,7,79,+1 Lap,hulme,brabham-climax,,,,,,,,1965,6
22,6,6,1,3,79,+1 Lap,ginther,honda,,,,,,,,1965,6
2,7,7,0,4,79,+1 Lap,surtees,ferrari,,,,,,,,1965,6
8,8,8,0,8,79,+1 Lap,spence,lotus-climax,,,,,,,,1965,6
4,9,9,0,12,79,+1 Lap,bandini,ferrari,,,,,,,,1965,6
38,10,10,0,13,78,+2 Laps,ireland,lotus-brm,,,,,,,,1965,6
30,11,11,0,11,77,+3 Laps,gardner,brabham-brm,,,,,,,,1965,6
34,12,12,0,17,77,+3 Laps,attwood,lotus-brm,,,,,,,,1965,6
28,13,13,0,10,55,+25 Laps,siffert,brabham-brm,,,,,,,,1965,6
20,14,R,0,14,48,Oil pressure,rindt,cooper-climax,,,,,,,,1965,6
18,15,R,0,9,36,Differential,mclaren,cooper-climax,,,,,,,,1965,6
26,16,R,0,15,16,Oil leak,bonnier,brabham-climax,,,,,,,,1965,6
36,17,R,0,16,11,Engine,anderson,brabham-climax,,,,,,,,1965,6
2,1,1,10,1,59,Finished,prost,williams,5138189,1:25:38.189,,,,,,1993,9
5,2,2,6,3,59,Finished,michael_schumacher,benetton,5145849,+7.660,,,,,,1993,9
6,3,3,4,5,59,Finished,patrese,benetton,5215671,+1:17.482,,,,,,1993,9
12,4,4,3,7,59,Finished,herbert,team_lotus,5216596,+1:18.407,,,,,,1993,9
8,5,5,2,4,58,Out of fuel,senna,mclaren,,,,,,,,1993,9
9,6,6,1,8,58,+1 Lap,warwick,footwork,,,,,,,,1993,9
26,7,7,0,9,58,+1 Lap,blundell,ligier,,,,,,,,1993,9
30,8,8,0,16,58,+1 Lap,lehto,sauber,,,,,,,,1993,9
27,9,9,0,12,58,+1 Lap,alesi,ferrari,,,,,,,,1993,9
14,10,10,0,15,58,+1 Lap,barrichello,jordan,,,,,,,,1993,9
19,11,11,0,24,57,+2 Laps,alliot,larrousse,,,,,,,,1993,9
23,12,12,0,19,56,Gearbox,fittipaldi,minardi,,,,,,,,1993,9
3,13,13,0,22,55,+4 Laps,katayama,tyrrell,,,,,,,,1993,9
25,14,14,0,6,53,Gearbox,brundle,ligier,,,,,,,,1993,9
4,15,N,0,21,43,Not classified,cesaris,tyrrell,,,,,,,,1993,9
0,16,R,0,2,41,Engine,damon_hill,williams,,,,,,,,1993,9
11,17,R,0,14,41,Suspension,zanardi,team_lotus,,,,,,,,1993,9
15,18,R,0,23,41,Wheel bearing,boutsen,jordan,,,,,,,,1993,9
22,19,R,0,25,32,Electrical,badoer,lola,,,,,,,,1993,9
24,20,R,0,20,31,Physical,martini,minardi,,,,,,,,1993,9
29,21,R,0,18,24,Spun off,wendlinger,sauber,,,,,,,,1993,9
28,22,R,0,13,10,Suspension,berger,ferrari,,,,,,,,1993,9
10,23,R,0,10,8,Spun off,suzuki,footwork,,,,,,,,1993,9
7,24,R,0,11,0,Spun off,andretti,mclaren,,,,,,,,1993,9
20,25,R,0,17,0,Halfshaft,comas,larrousse,,,,,,,,1993,9
21,26,F,0,0,0,Did not qualify,alboreto,lola,,,,,,,,1993,9
1,1,1,9,2,78,Finished,lauda,ferrari,6138400,1:42:18.4,,,,,,1976,2
11,2,2,6,1,78,Finished,hunt,mclaren,6139700,+1.3,,,,,,1976,2
12,3,3,4,4,78,Finished,mass,mclaren,6184300,+45.9,,,,,,1976,2
3,4,4,3,12,78,Finished,scheckter,tyrrell,6206800,+1:08.4,,,,,,1976,2
28,5,5,2,3,77,+1 Lap,watson,penske,,,,,,,,1976,2
27,6,6,1,13,77,+1 Lap,mario_andretti,parnelli,,,,,,,,1976,2
16,7,7,0,7,77,+1 Lap,pryce,shadow,,,,,,,,1976,2
9,8,8,0,5,77,+1 Lap,brambilla,march,,,,,,,,1976,2
4,9,9,0,6,77,+1 Lap,depailler,tyrrell,,,,,,,,1976,2
5,10,10,0,23,77,+1 Lap,evans,team_lotus,,,,,,,,1976,2
18,11,11,0,20,77,+1 Lap,lunger,surtees,,,,,,,,1976,2
34,12,12,0,17,76,+2 Laps,stuck,march,,,,,,,,1976,2
21,13,13,0,22,76,+2 Laps,leclere,wolf,,,,,,,,1976,2
22,14,14,0,18,76,+2 Laps,amon,ensign,,,,,,,,1976,2
24,15,15,0,24,74,+4 Laps,ertl,hesketh,,,,,,,,1976,2
20,16,16,0,19,73,+5 Laps,ickx,wolf,,,,,,,,1976,2
30,17,17,0,21,70,Engine,emerson_fittipaldi,fittipaldi,,,,,,,,1976,2
2,18,R,0,9,52,Engine,regazzoni,ferrari,,,,,,,,1976,2
26,19,R,0,8,49,Engine,laffite,ligier,,,,,,,,1976,2
17,20,R,0,15,28,Radiator,jarier,shadow,,,,,,,,1976,2
8,21,R,0,14,22,Oil pressure,pace,brabham-alfa_romeo,,,,,,,,1976,2
6,22,R,0,25,18,Clutch,nilsson,team_lotus,,,,,,,,1976,2
7,23,R,0,11,16,Oil pressure,reutemann,brabham-alfa_romeo,,,,,,,,1976,2
10,24,R,0,13,15,Accident,peterson,march,,,,,,,,1976,2
15,25,R,0,16,0,Accident,ian_scheckter,tyrrell,,,,,,,,1976,2
44,1,1,26,2,66,Finished,hamilton,mercedes,5750443,1:35:50.443,1,54,1:18.492,kph,213.499,2019,5
77,2,2,18,1,66,Finished,bottas,mercedes,5754517,+4.074,2,55,1:18.737,kph,212.835,2019,5
33,3,3,15,4,66,Finished,max_verstappen,red_bull,5758122,+7.679,3,57,1:19.769,kph,210.081,2019,5
5,4,4,12,3,66,Finished,vettel,ferrari,5759610,+9.167,4,64,1:19.820,kph,209.947,2019,5
16,5,5,10,5,66,Finished,leclerc,ferrari,5763804,+13.361,5,57,1:20.002,kph,209.469,2019,5
10,6,6,8,6,66,Finished,gasly,red_bull,5770019,+19.576,6,57,1:20.536,kph,208.080,2019,5
20,7,7,6,8,66,Finished,kevin_magnussen,haas,5778602,+28.159,9,66,1:20.770,kph,207.478,2019,5
55,8,8,4,12,66,Finished,sainz,mclaren,5782785,+32.342,10,59,1:20.859,kph,207.249,2019,5
26,9,9,2,9,66,Finished,kvyat,toro_rosso,5783499,+33.056,8,64,1:20.726,kph,207.591,2019,5
8,10,10,1,7,66,Finished,grosjean,haas,5785084,+34.641,12,64,1:21.057,kph,206.743,2019,5
23,11,11,0,11,66,Finished,albon,toro_rosso,5785888,+35.445,11,65,1:21.028,kph,206.817,2019,5
3,12,12,0,13,66,Finished,ricciardo,renault,5787201,+36.758,7,56,1:20.615,kph,207.876,2019,5
27,13,13,0,0,66,Finished,hulkenberg,renault,5789684,+39.241,13,65,1:21.282,kph,206.171,2019,5
7,14,14,0,14,66,Finished,raikkonen,alfa,5792246,+41.803,14,66,1:21.382,kph,205.917,2019,5
11,15,15,0,15,66,Finished,perez,racing_point,5797320,+46.877,16,65,1:21.859,kph,204.717,2019,5
99,16,16,0,18,66,Finished,giovinazzi,alfa,5798134,+47.691,15,64,1:21.833,kph,204.782,2019,5
63,17,17,0,19,65,+1 Lap,russell,williams,,,17,64,1:22.382,kph,203.418,2019,5
88,18,18,0,17,65,+1 Lap,kubica,williams,,,19,65,1:23.202,kph,201.413,2019,5
18,19,R,0,16,44,Collision,stroll,racing_point,,,20,28,1:23.226,kph,201.355,2019,5
4,20,R,0,10,44,Collision,norris,mclaren,,,18,28,1:22.561,kph,202.977,2019,5
6,1,1,25,1,78,Finished,webber,red_bull,6613355,1:50:13.355,2,63,1:15.318,kph,159.643,2010,6
5,2,2,18,3,78,Finished,vettel,red_bull,6613803,+0.448,1,71,1:15.192,kph,159.910,2010,6
11,3,3,15,2,78,Finished,kubica,renault,6615030,+1.675,3,72,1:15.353,kph,159.568,2010,6
7,4,4,12,4,78,Finished,massa,ferrari,6616021,+2.666,4,68,1:15.503,kph,159.251,2010,6
2,5,5,10,5,78,Finished,hamilton,mclaren,6617718,+4.363,10,68,1:16.219,kph,157.755,2010,6
8,6,6,8,24,78,Finished,alonso,ferrari,6619696,+6.341,6,73,1:15.905,kph,158.408,2010,6
4,7,7,6,6,78,Finished,rosberg,mercedes,6620006,+6.651,7,65,1:15.959,kph,158.295,2010,6
14,8,8,4,12,78,Finished,sutil,force_india,6620325,+6.970,8,72,1:15.963,kph,158.287,2010,6
15,9,9,2,10,78,Finished,liuzzi,force_india,6620660,+7.305,9,72,1:16.142,kph,157.915,2010,6
16,10,10,1,13,78,Finished,buemi,toro_rosso,6621554,+8.199,13,68,1:16.493,kph,157.190,2010,6
17,11,11,0,17,78,Finished,alguersuari,toro_rosso,6622490,+9.135,11,73,1:16.381,kph,157.421,2010,6
3,12,12,0,7,78,Finished,michael_schumacher,mercedes,6619067,+5.712,5,71,1:15.580,kph,159.089,2010,6
12,13,13,0,14,73,Brakes,petrov,renault,,,12,60,1:16.405,kph,157.371,2010,6
20,14,14,0,23,70,Collision,chandhok,hrt,,,19,69,1:19.553,kph,151.144,2010,6
18,15,15,0,19,70,Collision,trulli,lotus_racing,,,18,69,1:19.340,kph,151.550,2010,6
19,16,R,0,18,58,Steering,kovalainen,lotus_racing,,,14,57,1:18.401,kph,153.365,2010,6
21,17,R,0,22,58,Hydraulics,bruno_senna,hrt,,,20,58,1:20.130,kph,150.056,2010,6
9,18,R,0,9,30,Suspension,barrichello,williams,,,16,22,1:19.074,kph,152.060,2010,6
23,19,R,0,16,26,Gearbox,kobayashi,sauber,,,15,24,1:18.775,kph,152.637,2010,6
25,20,R,0,21,25,Wheel,grassi,virgin,,,22,19,1:22.255,kph,146.179,2010,6
24,21,R,0,20,22,Track rod,glock,virgin,,,21,11,1:20.775,kph,148.857,2010,6
22,22,R,0,15,21,Hydraulics,rosa,sauber,,,17,21,1:19.270,kph,151.684,2010,6
1,23,R,0,8,2,Engine,button,mclaren,,,23,2,2:14.285,kph,89.540,2010,6
10,24,R,0,11,0,Front wing,hulkenberg,williams,,,,,,,,2010,6
1,1,1,9,5,138,Finished,parsons,kurtis_kraft,10015970,2:46:55.97,,,,,,1950,3
3,2,2,6,10,137,+1 Lap,holland,deidt,,,,,,,,1950,3
31,3,3,4,3,137,+1 Lap,rose,deidt,,,,,,,,1950,3
54,4,4,3,12,137,+1 Lap,green,kurtis_kraft,,,,,,,,1950,3
17,5,5,1,9,136,+2 Laps,chitwood,kurtis_kraft,,,,,,,,1950,3
17,5,5,1,9,136,+2 Laps,bettenhausen,kurtis_kraft,,,,,,,,1950,3
8,6,6,0,23,136,+2 Laps,wallard,moore,,,,,,,,1950,3
98,7,7,0,1,135,+3 Laps,faulkner,kurtis_kraft,,,,,,,,1950,3
5,8,8,0,4,135,+3 Laps,george_connor,lesovsky,,,,,,,,1950,3
7,9,9,0,19,135,+3 Laps,paul_russo,nichels,,,,,,,,1950,3
59,10,10,0,11,135,+3 Laps,flaherty,kurtis_kraft,,,,,,,,1950,3
2,11,11,0,16,133,+5 Laps,fohr,marchese,,,,,,,,1950,3
18,12,12,0,13,133,+5 Laps,darter,stevens,,,,,,,,1950,3
15,13,13,0,26,132,+6 Laps,hellings,kurtis_kraft,,,,,,,,1950,3
49,14,14,0,6,131,Spun off,mcgrath,kurtis_kraft,,,,,,,,1950,3
55,15,15,0,24,130,+8 Laps,ruttman,lesovsky,,,,,,,,1950,3
75,16,16,0,31,128,+10 Laps,hartley,langley,,,,,,,,1950,3
22,17,17,0,27,128,+10 Laps,davies,ewing,,,,,,,,1950,3
62,18,18,0,33,128,+10 Laps,mcdowell,kurtis_kraft,,,,,,,,1950,3
4,19,19,0,20,127,+11 Laps,walt_brown,kurtis_kraft,,,,,,,,1950,3
21,20,20,0,14,126,+12 Laps,webb,maserati,,,,,,,,1950,3
81,21,21,0,15,125,+13 Laps,hoyt,kurtis_kraft,,,,,,,,1950,3
27,22,22,0,29,123,+15 Laps,ader,rae,,,,,,,,1950,3
77,23,23,0,30,123,Spun off,holmes,olson,,,,,,,,1950,3
76,24,24,0,28,122,+16 Laps,rathmann,wetteroth,,,,,,,,1950,3
12,25,R,0,21,112,Oil line,banks,maserati,,,,,,,,1950,3
67,26,R,0,22,111,Transmission,schindler,snowberger,,,,,,,,1950,3
24,27,R,0,17,108,Oil pressure,levrett,adams,,,,,,,,1950,3
24,27,R,0,17,108,Oil pressure,cantrell,adams,,,,,,,,1950,3
28,28,R,0,2,64,Oil leak,agabashian,kurtis_kraft,,,,,,,,1950,3
6,1,1,10,7,56,Finished,raikkonen,mclaren,5542195,1:32:22.195,,,,,,2003,2
2,2,2,8,5,56,Finished,barrichello,ferrari,5581481,+39.286,,,,,,2003,2
8,3,3,6,1,56,Finished,alonso,renault,5606202,+1:04.007,,,,,,2003,2
4,4,4,5,17,56,Finished,ralf_schumacher,williams,5630221,+1:28.026,,,,,,2003,2
7,5,5,4,2,55,+1 Lap,trulli,renault,,,,,,,,2003,2
1,6,6,3,3,55,+1 Lap,michael_schumacher,ferrari,,,,,,,,2003,2
17,7,7,2,9,55,+1 Lap,button,bar,,,,,,,,2003,2
9,8,8,1,6,55,+1 Lap,heidfeld,sauber,,,,,,,,2003,2
10,9,9,0,13,55,+1 Lap,frentzen,sauber,,,,,,,,2003,2
12,10,10,0,20,55,+1 Lap,firman,jordan,,,,,,,,2003,2
21,11,11,0,11,55,+1 Lap,matta,toyota,,,,,,,,2003,2
3,12,12,0,8,53,+3 Laps,montoya,williams,,,,,,,,2003,2
19,13,13,0,18,52,+4 Laps,verstappen,minardi,,,,,,,,2003,2
15,14,R,0,15,42,Spun off,pizzonia,jaguar,,,,,,,,2003,2
18,15,R,0,19,41,Mechanical,wilson,minardi,,,,,,,,2003,2
14,16,R,0,16,35,Engine,webber,jaguar,,,,,,,,2003,2
20,17,R,0,10,12,Fuel pressure,panis,toyota,,,,,,,,2003,2
5,18,R,0,4,2,Electrical,coulthard,mclaren,,,,,,,,2003,2
11,19,R,0,14,0,Electrical,fisichella,jordan,,,,,,,,2003,2
16,20,R,0,12,0,Electrical,villeneuve,bar,,,,,,,,2003,2
10,1,1,9,6,90,Finished,hill,lotus-ford,8102100,2:15:02.1,,,,,,1968,2
1,2,2,6,3,90,Finished,hulme,mclaren-ford,8118000,+15.9,,,,,,1968,2
14,3,3,4,13,89,+1 Lap,redman,cooper-brm,,,,,,,,1968,2
15,4,4,3,12,89,+1 Lap,scarfiotti,cooper-brm,,,,,,,,1968,2
6,5,5,2,5,81,+9 Laps,beltoise,matra-ford,,,,,,,,1968,2
2,6,R,0,4,77,Oil leak,mclaren,mclaren-ford,,,,,,,,1968,2
7,7,R,0,7,74,Gearbox,surtees,honda,,,,,,,,1968,2
16,8,R,0,10,62,Transmission,siffert,lotus-ford,,,,,,,,1968,2
19,9,R,0,1,57,Fuel pump,amon,ferrari,,,,,,,,1968,2
5,10,R,0,11,52,Fuel pump,courage,brm,,,,,,,,1968,2
9,11,R,0,2,27,Accident,rodriguez,brm,,,,,,,,1968,2
21,12,R,0,8,13,Ignition,ickx,ferrari,,,,,,,,1968,2
4,13,R,0,9,10,Oil pressure,rindt,brabham-repco,,,,,,,,1968,2
3,14,W,0,0,0,Withdrew,jack_brabham,brabham-repco,,,,,,,,1968,2
44,1,1,26,2,53,Finished,hamilton,mercedes,5618992,1:33:38.992,1,51,1:35.761,kph,219.847,2019,16
77,2,2,18,4,53,Finished,bottas,mercedes,5622821,+3.829,3,50,1:36.316,kph,218.580,2019,16
16,3,3,15,1,53,Finished,leclerc,ferrari,5624204,+5.212,2,52,1:36.193,kph,218.860,2019,16
33,4,4,12,9,53,Finished,max_verstappen,red_bull,5633202,+14.210,5,47,1:36.937,kph,217.180,2019,16
23,5,5,10,0,53,Finished,albon,red_bull,5657340,+38.348,4,50,1:36.762,kph,217.573,2019,16
55,6,6,8,5,53,Finished,sainz,mclaren,5664881,+45.889,6,53,1:38.020,kph,214.780,2019,16
11,7,7,6,11,53,Finished,perez,racing_point,5667720,+48.728,7,49,1:38.043,kph,214.730,2019,16
4,8,8,4,7,53,Finished,norris,mclaren,5676741,+57.749,11,52,1:38.301,kph,214.166,2019,16
20,9,9,2,13,53,Finished,kevin_magnussen,haas,5677771,+58.779,8,53,1:38.130,kph,214.539,2019,16
27,10,10,1,6,53,Finished,hulkenberg,renault,5678833,+59.841,12,53,1:38.519,kph,213.692,2019,16
18,11,11,0,14,53,Finished,stroll,racing_point,5679813,+1:00.821,15,53,1:38.611,kph,213.493,2019,16
26,12,12,0,19,53,Finished,kvyat,toro_rosso,5681488,+1:02.496,9,52,1:38.228,kph,214.325,2019,16
7,13,13,0,15,53,Finished,raikkonen,alfa,5687902,+1:08.910,13,51,1:38.589,kph,213.541,2019,16
10,14,14,0,16,53,Finished,gasly,toro_rosso,5689068,+1:10.076,14,51,1:38.606,kph,213.504,2019,16
99,15,15,0,12,53,Finished,giovinazzi,alfa,5692338,+1:13.346,16,51,1:38.696,kph,213.309,2019,16
88,16,R,0,18,28,Brakes,kubica,williams,,,19,24,1:42.327,kph,205.740,2019,16
63,17,R,0,17,27,Brakes,russell,williams,,,18,18,1:41.705,kph,206.998,2019,16
5,18,R,0,3,26,Power loss,vettel,ferrari,,,10,16,1:38.245,kph,214.288,2019,16
3,19,R,0,10,24,Collision,ricciardo,renault,,,17,22,1:41.284,kph,207.859,2019,16
8,20,R,0,8,0,Collision,grosjean,haas,,,,,,,,2019,16
20,1,1,9,1,100,Finished,moss,lotus-climax,9950100,2:45:50.1,,,,,,1961,1
36,2,2,6,2,100,Finished,ginther,ferrari,9953700,+3.6,,,,,,1961,1
38,3,3,4,5,100,Finished,phil_hill,ferrari,9991400,+41.3,,,,,,1961,1
40,4,4,3,6,98,Accident,trips,ferrari,,,,,,,,1961,1
4,5,5,2,11,98,+2 Laps,gurney,porsche,,,,,,,,1961,1
26,6,6,1,7,95,+5 Laps,mclaren,cooper-climax,,,,,,,,1961,1
42,7,7,0,16,95,+5 Laps,trintignant,cooper-maserati,,,,,,,,1961,1
32,8,8,0,15,93,+7 Laps,allison,lotus-climax,,,,,,,,1961,1
6,9,9,0,13,91,+9 Laps,herrmann,porsche,,,,,,,,1961,1
28,10,10,0,3,89,+11 Laps,clark,lotus-climax,,,,,,,,1961,1
22,11,11,0,12,68,Engine,surtees,cooper-climax,,,,,,,,1961,1
2,12,12,0,9,59,Injection,bonnier,porsche,,,,,,,,1961,1
16,13,13,0,8,54,Engine,brooks,brm,,,,,,,,1961,1
8,14,R,0,14,42,Oil pipe,may,lotus-climax,,,,,,,,1961,1
24,15,R,0,21,38,Ignition,jack_brabham,cooper-climax,,,,,,,,1961,1
18,16,R,0,4,11,Fuel pump,hill,brm,,,,,,,,1961,1
30,17,W,0,0,0,Withdrew,ireland,lotus-climax,,,,,,,,1961,1
