season,round,url,raceName,date,circuitId,time
1958,9,http://en.wikipedia.org/wiki/1958_Portuguese_Grand_Prix,Portuguese Grand Prix,1958-08-24,boavista,
1958,10,http://en.wikipedia.org/wiki/1958_Italian_Grand_Prix,Italian Grand Prix,1958-09-07,monza,
1958,11,http://en.wikipedia.org/wiki/1958_Moroccan_Grand_Prix,Moroccan Grand Prix,1958-10-19,ain-diab,
2017,1,https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix,Australian Grand Prix,2017-03-26,albert_park,05:00:00Z
2017,2,https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix,Chinese Grand Prix,2017-04-09,shanghai,06:00:00Z
2017,3,https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix,Bahrain Grand Prix,2017-04-16,bahrain,15:00:00Z
2017,4,https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix,Russian Grand Prix,2017-04-30,sochi,12:00:00Z
2017,5,https://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix,Spanish Grand Prix,2017-05-14,catalunya,12:00:00Z
2017,6,https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix,Monaco Grand Prix,2017-05-28,monaco,12:00:00Z
2017,7,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix,Canadian Grand Prix,2017-06-11,villeneuve,18:00:00Z
2017,8,https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix,Azerbaijan Grand Prix,2017-06-25,BAK,13:00:00Z
2017,9,https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix,Austrian Grand Prix,2017-07-09,red_bull_ring,12:00:00Z
2017,10,https://en.wikipedia.org/wiki/2017_British_Grand_Prix,British Grand Prix,2017-07-16,silverstone,12:00:00Z
2017,11,https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix,Hungarian Grand Prix,2017-07-30,hungaroring,12:00:00Z
2017,12,https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix,Belgian Grand Prix,2017-08-27,spa,12:00:00Z
2017,13,https://en.wikipedia.org/wiki/2017_Italian_Grand_Prix,Italian Grand Prix,2017-09-03,monza,12:00:00Z
2017,14,https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix,Singapore Grand Prix,2017-09-17,marina_bay,12:00:00Z
2017,15,https://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix,Malaysian Grand Prix,2017-10-01,sepang,07:00:00Z
2017,16,https://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix,Japanese Grand Prix,2017-10-08,suzuka,05:00:00Z
2017,17,https://en.wikipedia.org/wiki/2017_United_States_Grand_Prix,United States Grand Prix,2017-10-22,americas,19:00:00Z
2017,18,https://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix,Mexican Grand Prix,2017-10-29,rodriguez,19:00:00Z
2017,19,https://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix,Brazilian Grand Prix,2017-11-12,interlagos,16:00:00Z
2017,20,https://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,2017-11-26,yas_marina,13:00:00Z
1953,1,http://en.wikipedia.org/wiki/1953_Argentine_Grand_Prix,Argentine Grand Prix,1953-01-18,galvez,
1953,2,http://en.wikipedia.org/wiki/1953_Indianapolis_500,Indianapolis 500,1953-05-30,indianapolis,
1953,3,http://en.wikipedia.org/wiki/1953_Dutch_Grand_Prix,Dutch Grand Prix,1953-06-07,zandvoort,
1953,4,http://en.wikipedia.org/wiki/1953_Belgian_Grand_Prix,Belgian Grand Prix,1953-06-21,spa,
1953,5,http://en.wikipedia.org/wiki/1953_French_Grand_Prix,French Grand Prix,1953-07-05,reims,
1953,6,http://en.wikipedia.org/wiki/1953_British_Grand_Prix,British Grand Prix,1953-07-18,silverstone,
1953,7,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,German Grand Prix,1953-08-02,nurburgring,
1953,8,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,Swiss Grand Prix,1953-08-23,bremgarten,
1953,9,http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix,Italian Grand Prix,1953-09-13,monza,
2001,1,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,Australian Grand Prix,2001-03-04,albert_park,
2001,2,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,Malaysian Grand Prix,2001-03-18,sepang,
2001,3,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,Brazilian Grand Prix,2001-04-01,interlagos,
2001,4,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,San Marino Grand Prix,2001-04-15,imola,
2001,5,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,Spanish Grand Prix,2001-04-29,catalunya,
2001,6,http://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,Austrian Grand Prix,2001-05-13,osterreichring,
2001,7,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,Monaco Grand Prix,2001-05-27,monaco,
2001,8,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,Canadian Grand Prix,2001-06-10,villeneuve,
2001,9,http://en.wikipedia.org/wiki/2001_European_Grand_Prix,European Grand Prix,2001-06-24,nurburgring,
2001,10,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,French Grand Prix,2001-07-01,magny_cours,
2001,11,http://en.wikipedia.org/wiki/2001_British_Grand_Prix,British Grand Prix,2001-07-15,silverstone,
2001,12,http://en.wikipedia.org/wiki/2001_German_Grand_Prix,German Grand Prix,2001-07-29,hockenheimring,
2001,13,http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,Hungarian Grand Prix,2001-08-19,hungaroring,
2001,14,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,Belgian Grand Prix,2001-09-02,spa,
2001,15,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,Italian Grand Prix,2001-09-16,monza,
2001,16,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,United States Grand Prix,2001-09-30,indianapolis,
2001,17,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,Japanese Grand Prix,2001-10-14,suzuka,
1969,1,http://en.wikipedia.org/wiki/1969_South_African_Grand_Prix,South African Grand Prix,1969-03-01,kyalami,
1969,2,http://en.wikipedia.org/wiki/1969_Spanish_Grand_Prix,Spanish Grand Prix,1969-05-04,montjuic,
1969,3,http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix,Monaco Grand Prix,1969-05-18,monaco,
1969,4,http://en.wikipedia.org/wiki/1969_Dutch_Grand_Prix,Dutch Grand Prix,1969-06-21,zandvoort,
1969,5,http://en.wikipedia.org/wiki/1969_French_Grand_Prix,French Grand Prix,1969-07-06,charade,
1969,6,http://en.wikipedia.org/wiki/1969_British_Grand_Prix,British Grand Prix,1969-07-19,silverstone,
1969,7,http://en.wikipedia.org/wiki/1969_German_Grand_Prix,German Grand Prix,1969-08-03,nurburgring,
1969,8,http://en.wikipedia.org/wiki/1969_Italian_Grand_Prix,Italian Grand Prix,1969-09-07,monza,
1969,9,http://en.wikipedia.org/wiki/1969_Canadian_Grand_Prix,Canadian Grand Prix,1969-09-20,mosport,
1969,10,http://en.wikipedia.org/wiki/1969_United_States_Grand_Prix,United States Grand Prix,1969-10-05,watkins_glen,
1969,11,http://en.wikipedia.org/wiki/1969_Mexican_Grand_Prix,Mexican Grand Prix,1969-10-19,rodriguez,
1986,1,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,Brazilian Grand Prix,1986-03-23,jacarepagua,
1986,2,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,Spanish Grand Prix,1986-04-13,jerez,
1986,3,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,San Marino Grand Prix,1986-04-27,imola,
1986,4,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,Monaco Grand Prix,1986-05-11,monaco,
1986,5,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,Belgian Grand Prix,1986-05-25,spa,
1986,6,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,Canadian Grand Prix,1986-06-15,villeneuve,
1986,7,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,Detroit Grand Prix,1986-06-22,detroit,
1986,8,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,French Grand Prix,1986-07-06,ricard,
1986,9,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,British Grand Prix,1986-07-13,brands_hatch,
1986,10,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,German Grand Prix,1986-07-27,hockenheimring,
1986,11,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,Hungarian Grand Prix,1986-08-10,hungaroring,
1986,12,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,Austrian Grand Prix,1986-08-17,osterreichring,
1986,13,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,Italian Grand Prix,1986-09-07,monza,
1986,14,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,Portuguese Grand Prix,1986-09-21,estoril,
1986,15,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,Mexican Grand Prix,1986-10-12,rodriguez,
1986,16,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,Australian Grand Prix,1986-10-26,adelaide,
1990,1,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,United States Grand Prix,1990-03-11,phoenix,
1990,2,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,Brazilian Grand Prix,1990-03-25,interlagos,
1990,3,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,San Marino Grand Prix,1990-05-13,imola,
1990,4,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,Monaco Grand Prix,1990-05-27,monaco,
1990,5,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,Canadian Grand Prix,1990-06-10,villeneuve,
1990,6,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,Mexican Grand Prix,1990-06-24,rodriguez,
1990,7,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,French Grand Prix,1990-07-08,ricard,
1990,8,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,British Grand Prix,1990-07-15,silverstone,
1990,9,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,German Grand Prix,1990-07-29,hockenheimring,
1990,10,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,Hungarian Grand Prix,1990-08-12,hungaroring,
1990,11,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,Belgian Grand Prix,1990-08-26,spa,
1990,12,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,Italian Grand Prix,1990-09-09,monza,
1990,13,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,Portuguese Grand Prix,1990-09-23,estoril,
1990,14,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,Spanish Grand Prix,1990-09-30,jerez,
1990,15,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,Japanese Grand Prix,1990-10-21,suzuka,
1990,16,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,Australian Grand Prix,1990-11-04,adelaide,
1965,1,http://en.wikipedia.org/wiki/1965_South_African_Grand_Prix,South African Grand Prix,1965-01-01,george,
1965,2,http://en.wikipedia.org/wiki/1965_Monaco_Grand_Prix,Monaco Grand Prix,1965-05-30,monaco,
1965,3,http://en.wikipedia.org/wiki/1965_Belgian_Grand_Prix,Belgian Grand Prix,1965-06-13,spa,
1965,4,http://en.wikipedia.org/wiki/1965_French_Grand_Prix,French Grand Prix,1965-06-27,charade,
1965,5,http://en.wikipedia.org/wiki/1965_British_Grand_Prix,British Grand Prix,1965-07-10,silverstone,
1965,6,http://en.wikipedia.org/wiki/1965_Dutch_Grand_Prix,Dutch Grand Prix,1965-07-18,zandvoort,
1965,7,http://en.wikipedia.org/wiki/1965_German_Grand_Prix,German Grand Prix,1965-08-01,nurburgring,
1965,8,http://en.wikipedia.org/wiki/1965_Italian_Grand_Prix,Italian Grand Prix,1965-09-12,monza,
1965,9,http://en.wikipedia.org/wiki/1965_United_States_Grand_Prix,United States Grand Prix,1965-10-03,watkins_glen,
1965,10,http://en.wikipedia.org/wiki/1965_Mexican_Grand_Prix,Mexican Grand Prix,1965-10-24,rodriguez,
1973,1,http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix,Argentine Grand Prix,1973-01-28,galvez,
1973,2,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,Brazilian Grand Prix,1973-02-11,interlagos,
1973,3,http://en.wikipedia.org/wiki/1973_South_African_Grand_Prix,South African Grand Prix,1973-03-03,kyalami,
1973,4,http://en.wikipedia.org/wiki/1973_Spanish_Grand_Prix,Spanish Grand Prix,1973-04-29,montjuic,
1973,5,http://en.wikipedia.org/wiki/1973_Belgian_Grand_Prix,Belgian Grand Prix,1973-05-20,zolder,
1973,6,http://en.wikipedia.org/wiki/1973_Monaco_Grand_Prix,Monaco Grand Prix,1973-06-03,monaco,
1973,7,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix,Swedish Grand Prix,1973-06-17,anderstorp,
1973,8,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,French Grand Prix,1973-07-01,ricard,
1973,9,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,British Grand Prix,1973-07-14,silverstone,
1973,10,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,Dutch Grand Prix,1973-07-29,zandvoort,
1973,11,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,German Grand Prix,1973-08-05,nurburgring,
1973,12,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,Austrian Grand Prix,1973-08-19,osterreichring,
1973,13,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,Italian Grand Prix,1973-09-09,monza,
1973,14,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,Canadian Grand Prix,1973-09-23,mosport,
1973,15,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,United States Grand Prix,1973-10-07,watkins_glen,
1972,1,http://en.wikipedia.org/wiki/1972_Argentine_Grand_Prix,Argentine Grand Prix,1972-01-23,galvez,
1972,2,http://en.wikipedia.org/wiki/1972_South_African_Grand_Prix,South African Grand Prix,1972-03-04,kyalami,
1972,3,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix,Spanish Grand Prix,1972-05-01,jarama,
1972,4,http://en.wikipedia.org/wiki/1972_Monaco_Grand_Prix,Monaco Grand Prix,1972-05-14,monaco,
1972,5,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix,Belgian Grand Prix,1972-06-04,nivelles,
1972,6,http://en.wikipedia.org/wiki/1972_French_Grand_Prix,French Grand Prix,1972-07-02,charade,
1972,7,http://en.wikipedia.org/wiki/1972_British_Grand_Prix,British Grand Prix,1972-07-15,brands_hatch,
1972,8,http://en.wikipedia.org/wiki/1972_German_Grand_Prix,German Grand Prix,1972-07-30,nurburgring,
1972,9,http://en.wikipedia.org/wiki/1972_Austrian_Grand_Prix,Austrian Grand Prix,1972-08-13,osterreichring,
1972,10,http://en.wikipedia.org/wiki/1972_Italian_Grand_Prix,Italian Grand Prix,1972-09-10,monza,
1972,11,http://en.wikipedia.org/wiki/1972_Canadian_Grand_Prix,Canadian Grand Prix,1972-09-24,mosport,
1972,12,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix,United States Grand Prix,1972-10-08,watkins_glen,
2020,1,https://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix,Austrian Grand Prix,2020-07-05,red_bull_ring,13:10:00Z
2020,2,https://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix,Styrian Grand Prix,2020-07-12,red_bull_ring,13:10:00Z
2020,3,https://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix,Hungarian Grand Prix,2020-07-19,hungaroring,13:10:00Z
2020,4,https://en.wikipedia.org/wiki/2020_British_Grand_Prix,British Grand Prix,2020-08-02,silverstone,13:10:00Z
2020,5,https://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix,70th Anniversary Grand Prix,2020-08-09,silverstone,13:10:00Z
2020,6,https://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix,Spanish Grand Prix,2020-08-16,catalunya,13:10:00Z
2020,7,https://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix,Belgian Grand Prix,2020-08-30,spa,13:10:00Z
2020,8,https://en.wikipedia.org/wiki/2020_Italian_Grand_Prix,Italian Grand Prix,2020-09-06,monza,13:10:00Z
2020,9,https://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix,Tuscan Grand Prix,2020-09-13,mugello,13:10:00Z
2020,10,https://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,Russian Grand Prix,2020-09-27,sochi,11:10:00Z
2020,11,https://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,Eifel Grand Prix,2020-10-11,nurburgring,13:10:00Z
2020,12,https://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,Portuguese Grand Prix,2020-10-25,portimao,12:10:00Z
2020,13,https://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,Emilia Romagna Grand Prix,2020-11-01,imola,13:10:00Z
1964,1,http://en.wikipedia.org/wiki/1964_Monaco_Grand_Prix,Monaco Grand Prix,1964-05-10,monaco,
1964,2,http://en.wikipedia.org/wiki/1964_Dutch_Grand_Prix,Dutch Grand Prix,1964-05-24,zandvoort,
1964,3,http://en.wikipedia.org/wiki/1964_Belgian_Grand_Prix,Belgian Grand Prix,1964-06-14,spa,
1964,4,http://en.wikipedia.org/wiki/1964_French_Grand_Prix,French Grand Prix,1964-06-28,essarts,
1964,5,http://en.wikipedia.org/wiki/1964_British_Grand_Prix,British Grand Prix,1964-07-11,brands_hatch,
1964,6,http://en.wikipedia.org/wiki/1964_German_Grand_Prix,German Grand Prix,1964-08-02,nurburgring,
1964,7,http://en.wikipedia.org/wiki/1964_Austrian_Grand_Prix,Austrian Grand Prix,1964-08-23,zeltweg,
1964,8,http://en.wikipedia.org/wiki/1964_Italian_Grand_Prix,Italian Grand Prix,1964-09-06,monza,
1964,9,http://en.wikipedia.org/wiki/1964_United_States_Grand_Prix,United States Grand Prix,1964-10-04,watkins_glen,
1964,10,http://en.wikipedia.org/wiki/1964_Mexican_Grand_Prix,Mexican Grand Prix,1964-10-25,rodriguez,
1991,1,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,United States Grand Prix,1991-03-10,phoenix,
1991,2,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,Brazilian Grand Prix,1991-03-24,interlagos,
1991,3,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,San Marino Grand Prix,1991-04-28,imola,
1991,4,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,Monaco Grand Prix,1991-05-12,monaco,
1991,5,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,Canadian Grand Prix,1991-06-02,villeneuve,
1991,6,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,Mexican Grand Prix,1991-06-16,rodriguez,
1991,7,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,French Grand Prix,1991-07-07,magny_cours,
1991,8,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,British Grand Prix,1991-07-14,silverstone,
1991,9,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,German Grand Prix,1991-07-28,hockenheimring,
1991,10,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,Hungarian Grand Prix,1991-08-11,hungaroring,
1991,11,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,Belgian Grand Prix,1991-08-25,spa,
1991,12,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,Italian Grand Prix,1991-09-08,monza,
1991,13,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,Portuguese Grand Prix,1991-09-22,estoril,
1991,14,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,Spanish Grand Prix,1991-09-29,catalunya,
1991,15,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,Japanese Grand Prix,1991-10-20,suzuka,
1991,16,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,Australian Grand Prix,1991-11-03,adelaide,
1968,1,http://en.wikipedia.org/wiki/1968_South_African_Grand_Prix,South African Grand Prix,1968-01-01,kyalami,
1968,2,http://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix,Spanish Grand Prix,1968-05-12,jarama,
1968,3,http://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix,Monaco Grand Prix,1968-05-26,monaco,
1968,4,http://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix,Belgian Grand Prix,1968-06-09,spa,
1968,5,http://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix,Dutch Grand Prix,1968-06-23,zandvoort,
1968,6,http://en.wikipedia.org/wiki/1968_French_Grand_Prix,French Grand Prix,1968-07-07,essarts,
1968,7,http://en.wikipedia.org/wiki/1968_British_Grand_Prix,British Grand Prix,1968-07-20,brands_hatch,
1968,8,http://en.wikipedia.org/wiki/1968_German_Grand_Prix,German Grand Prix,1968-08-04,nurburgring,
1968,9,http://en.wikipedia.org/wiki/1968_Italian_Grand_Prix,Italian Grand Prix,1968-09-08,monza,
1968,10,http://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix,Canadian Grand Prix,1968-09-22,tremblant,
1968,11,http://en.wikipedia.org/wiki/1968_United_States_Grand_Prix,United States Grand Prix,1968-10-06,watkins_glen,
1968,12,http://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix,Mexican Grand Prix,1968-11-03,rodriguez,
1987,1,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,Brazilian Grand Prix,1987-04-12,jacarepagua,
1987,2,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,San Marino Grand Prix,1987-05-03,imola,
1987,3,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,Belgian Grand Prix,1987-05-17,spa,
1987,4,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,Monaco Grand Prix,1987-05-31,monaco,
1987,5,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,Detroit Grand Prix,1987-06-21,detroit,
1987,6,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,French Grand Prix,1987-07-05,ricard,
1987,7,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,British Grand Prix,1987-07-12,silverstone,
1987,8,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,German Grand Prix,1987-07-26,hockenheimring,
1987,9,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,Hungarian Grand Prix,1987-08-09,hungaroring,
1987,10,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,Austrian Grand Prix,1987-08-16,osterreichring,
1987,11,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,Italian Grand Prix,1987-09-06,monza,
1987,12,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,Portuguese Grand Prix,1987-09-20,estoril,
1987,13,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,Spanish Grand Prix,1987-09-27,jerez,
1987,14,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,Mexican Grand Prix,1987-10-18,rodriguez,
1987,15,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,Japanese Grand Prix,1987-11-01,suzuka,
1987,16,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,Australian Grand Prix,1987-11-15,adelaide,
2000,1,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,Australian Grand Prix,2000-03-12,albert_park,
2000,2,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,Brazilian Grand Prix,2000-03-26,interlagos,
2000,3,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,San Marino Grand Prix,2000-04-09,imola,
2000,4,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,British Grand Prix,2000-04-23,silverstone,
2000,5,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,Spanish Grand Prix,2000-05-07,catalunya,
2000,6,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,European Grand Prix,2000-05-21,nurburgring,
2000,7,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,Monaco Grand Prix,2000-06-04,monaco,
2000,8,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,Canadian Grand Prix,2000-06-18,villeneuve,
2000,9,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,French Grand Prix,2000-07-02,magny_cours,
2000,10,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,Austrian Grand Prix,2000-07-16,osterreichring,
2000,11,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,German Grand Prix,2000-07-30,hockenheimring,
2000,12,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,Hungarian Grand Prix,2000-08-13,hungaroring,
2000,13,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,Belgian Grand Prix,2000-08-27,spa,
2000,14,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,Italian Grand Prix,2000-09-10,monza,
2000,15,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,United States Grand Prix,2000-09-24,indianapolis,
2000,16,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,Japanese Grand Prix,2000-10-08,suzuka,
2000,17,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,Malaysian Grand Prix,2000-10-22,sepang,
1952,1,http://en.wikipedia.org/wiki/1952_Swiss_Grand_Prix,Swiss Grand Prix,1952-05-18,bremgarten,
1952,2,http://en.wikipedia.org/wiki/1952_Indianapolis_500,Indianapolis 500,1952-05-30,indianapolis,
1952,3,http://en.wikipedia.org/wiki/1952_Belgian_Grand_Prix,Belgian Grand Prix,1952-06-22,spa,
1952,4,http://en.wikipedia.org/wiki/1952_French_Grand_Prix,French Grand Prix,1952-07-06,essarts,
1952,5,http://en.wikipedia.org/wiki/1952_British_Grand_Prix,British Grand Prix,1952-07-19,silverstone,
1952,6,http://en.wikipedia.org/wiki/1952_German_Grand_Prix,German Grand Prix,1952-08-03,nurburgring,
1952,7,http://en.wikipedia.org/wiki/1952_Dutch_Grand_Prix,Dutch Grand Prix,1952-08-17,zandvoort,
1952,8,http://en.wikipedia.org/wiki/1952_Italian_Grand_Prix,Italian Grand Prix,1952-09-07,monza,
2016,1,https://en.wikipedia.org/wiki/2016_Australian_Grand_Prix,Australian Grand Prix,2016-03-20,albert_park,05:00:00Z
2016,2,https://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix,Bahrain Grand Prix,2016-04-03,bahrain,15:00:00Z
2016,3,https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix,Chinese Grand Prix,2016-04-17,shanghai,06:00:00Z
2016,4,https://en.wikipedia.org/wiki/2016_Russian_Grand_Prix,Russian Grand Prix,2016-05-01,sochi,12:00:00Z
2016,5,https://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix,Spanish Grand Prix,2016-05-15,catalunya,12:00:00Z
2016,6,https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix,Monaco Grand Prix,2016-05-29,monaco,12:00:00Z
2016,7,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix,Canadian Grand Prix,2016-06-12,villeneuve,18:00:00Z
2016,8,https://en.wikipedia.org/wiki/2016_European_Grand_Prix,European Grand Prix,2016-06-19,BAK,13:00:00Z
